"@title","thai"
"#01071","โปรโมเตอร์ต่างประเทศ|-1|35|25|1|ฉันเห็น... โชคร้ายจัง...|"
"#01072","โปรโมเตอร์ในต่างประเทศ|-1|35|25|2|ใช่ ฉันจะกลับไปที่<br>บริษัทของฉันและเริ่มโปรโมต<br>ทันที!|นี่คือค่าธรรมเนียมสัญญาของคุณ ครั้งเดียว<br  >อีกครั้ง ขอบคุณมากค่ะ บาย!|"
"#01073","Theme Park Co.|-1|7|5|4|Greetings.<br>ฉันจัดการบริษัทที่ทำ<br>สวนสนุก|หากเราใช้เนื้อหาจาก<br>มังงะของคุณ <  2> เรา<br>สร้างแหล่งท่องเที่ยว<br>ที่โด่งดังได้จริงๆนะ|ฉันแค่อยากจะสร้าง<br>สวนสนุกอย่างที่เห็น แล้ว<br>คุณว่าอะไรนะ|แน่นอนว่าใช่คือใช่  <br>แนวทางปฏิบัติที่สมเหตุสมผลเท่านั้น!|"
"#01074","Theme Park Co.|-1|7|5|1|ฉันเห็น... โชคร้ายจัง...|"
"#01075","Theme Park Co.|-1|7|5|2|รับทราบ! ฉันจะกลับไปที่<br>บริษัทของฉันและเริ่มทำงาน<br>สถานที่ท่องเที่ยวตามธีม|นี่คือสัญญาของคุณ  ค่าธรรมเนียม ครั้งเดียว<br>อีกครั้ง ขอบคุณมาก! Bye!|"
"#01076","Toymaker|-1|34|30|3|สวัสดี<br>ฉันเป็นช่างทำของเล่นที่ร้านขายของเล่น <br>ที่ทำงานมา <br>80 ปี|เด็กๆ ทั่วๆ ไปคงจะ  รัก<br>ของเล่นที่สร้างจากการ์ตูนของคุณ<br><2>.|มาร่วมกันทำ<br>ความฝันของพวกเขาให้เป็นจริงกันเถอะ<br>เกี่ยวกับเรื่องนี้ไหม|"
"#01077","Toymaker|-1|34|30|1|ฉันเห็น... โชคร้ายจัง...|"
"#01078","Toymaker|-1|34|30|2|ใช่แล้ว ฉันจะกลับไปที่บริษัทของฉันแล้วสร้างของเล่นพวกนั้น!|นี่คือค่าธรรมเนียมสัญญาของคุณ ครั้งหนึ่ง<br>ขอบคุณอีกครั้ง  มาก! บาย!|"
"#01079","Major Animation Studio|-1|1|19|3|Hello!<br>เมื่อพูดถึงอะนิเมะ ไม่มี<br>บริษัทใดดีไปกว่าบริษัทของเรา|แล้วเราจะปล่อยอนิเมะเรื่อง  ซีรีส์ปัจจุบันของคุณ <2>?|ฉันแน่ใจว่าเรตติ้งจะ<br>น่าทึ่ง|"
"#01080","Major Animation Studio|-1|1|19|1|ฉันเห็น... โชคร้ายจัง...|"
"#01081","Major Animation Studio|-1|1|19|2|ใช่ ฉันจะกลับไปที่<br>บริษัทของฉันแล้วเริ่มงาน<br>อนิเมะ|นี่คือค่าธรรมเนียมสัญญาของคุณ ครั้งเดียว  <br>อีกครั้ง ขอบคุณมาก! Bye!|"
"#01082","โปรดิวเซอร์รายการทีวี|-1|3|9|3|ฉันเป็นผู้ผลิตรายการทีวี|ซีรีส์ปัจจุบันของคุณ <2>,<br>จะสร้างละครทางทีวีที่ยอดเยี่ยม!<br>ฉัน  'แน่ใจนะว่าเรตติ้งจะ<br>น่าทึ่งมาก คุณว่าอะไรนะ|แน่นอนว่าการตอบว่าใช่เป็น<br>แนวทางปฏิบัติที่สมเหตุสมผลเท่านั้น!|"
"#01083","โปรดิวเซอร์รายการทีวี|-1|3|9|1|ฉันเห็น... โชคร้ายจัง...|"
"#01084","โปรดิวเซอร์รายการทีวี|-1|3|9|2|รับทราบ! ฉันจะกลับไปที่<br>บริษัทของฉันแล้วเขียนละคร<br>บนสองเท่า!|นี่คือค่าธรรมเนียมสัญญาของคุณ  . ครั้งหนึ่ง<br>ขอบคุณมากอีกครั้ง บาย!|"
"#01085","โปรดิวเซอร์ภาพยนตร์|-1|4|6|3|ฉันเป็นโปรดิวเซอร์ภาพยนตร์|การ์ตูนของคุณจะสร้าง<br>ภาพยนตร์อนิเมะที่ยอดเยี่ยมได้ งั้นฉัน<br>สร้างมันขึ้นมาได้ไหม|  ถ้าคุณตอบตกลง ฉันจะไปทำงาน<br>ทันที โปรดพิจารณา<br>มัน!|"
"#01086","โปรดิวเซอร์ภาพยนตร์|-1|4|6|2|มันคงจะสมบูรณ์แบบ...<br>อืม...|ฉันเดาว่าทุกสิ่งที่ฉันทำเป็นอนิเมชั่น<br>จะต้องไปแล้ว  ลงใน<br>ที่เก็บถาวร... ลาก่อน...|"
"#01087","โปรดิวเซอร์ภาพยนตร์|-1|4|6|3|โอ้! โอ้ จริงเหรอ!? ขอบคุณมาก<br>มาก!|เป็นข่าวดี เรา<br>สร้างแอนิเมชั่นเสร็จแล้ว<br  >เห็นแล้ว ฮึก!|ไปดูหนังกันเถอะ<br>เลย!|"
"#01088","บรรณาธิการ|-1|-1|-1|3|<1> เมื่อเร็วๆ นี้ แฟนๆ<br>เรียกร้อง<br>ข้อมูลเพิ่มเติมเกี่ยวกับชีวิตคุณ|ดังนั้น เมื่อได้รับอนุญาตจากคุณ  ฉัน<br>มอบหมายชีวประวัติเกี่ยวกับ<br>คุณ?|แน่นอนว่าการตอบว่าใช่เป็น<br>แนวทางปฏิบัติที่สมเหตุสมผลเท่านั้น|"
"#01089","บรรณาธิการ|-1|-1|-1|2|ใช่! ฉันจะกลับไปที่<br>บริษัทและดำเนินการแก้ไข!|นี่คือค่าธรรมเนียมสัญญาของคุณ ครั้งเดียว<br>  อีกครั้ง ขอบคุณมาก! Bye!|"
"#01090","โปรดิวเซอร์ฮอลลีวูด|-1|29|29|4|เฮ้!<br>ฉันเป็นโปรดิวเซอร์ระดับฮอลลีวูด<br>โปรดิวเซอร์!|เมื่อเร็ว ๆ นี้ฉันกังวลว่า<br>ฉันจะทำไหม  เป็นหนังที่ดีนะ<br>แต่...|ฉันอยู่ในเมืองตอนที่เห็น<br>มังงะของคุณและแบมอยาก<br>สร้างหนังเรื่องนี้!|ฉันขออนุญาตคุณได้ไหม<br  >เพื่อเริ่มกล้องหมุน?|"
"#01091","โปรดิวเซอร์ฮอลลีวูด|-1|29|29|1|โอ้... นี่คือ<br>ความเจ็บปวดที่สูงมาก ฉันว่าฉันจะ<br>แค่เดินวนไปวนมาและกลับไป<br  >บ้าน...|"
"#01092","โปรดิวเซอร์ฮอลลีวูด|-1|29|29|2|ใช่เลย! ฉันจะ<br>กลับไปที่ฮอลลีวูดและเตรียม<br>สำหรับการเปิดตัว!|รับเงินนี้สิ  คุณ<br>ได้รับแล้ว เจอกัน!|"
"#01093","บรรณาธิการ|-1|-1|-1|3|<1> เร็วๆ นี้ คุณจะสามารถ<br>ขยายอพาร์ทเมนต์ของคุณได้<br>ทำไมไม่ลองดูล่ะ|  บางทีคุณควรสร้าง<br>ห้องผู้ช่วย! มันจะ<br>ปรับปรุงการ์ตูนของคุณอย่างแน่นอน!|ทำไมไม่ลองพิจารณาดูล่ะ?<br>แล้วเจอกัน!|"
"#01094","บรรณาธิการ|-1|-1|-1|4|ผู้ชนะ<br><3>รางวัลจะ<br>ประกาศเร็วๆ นี้...|เกี่ยวกับซีรีส์ปัจจุบันของคุณ<br><  2>…|อะไรนะ ไม่น่าเชื่อ! คุณ<br>ได้รับการเสนอชื่อเข้าชิงรางวัล<br><3>แล้ว!|จะประกาศผลในวันที่<br>วันที่15ของเดือนหน้า...  <br>งั้นเราควรพยายามเพิ่ม<br>อันดับของคุณ|"
"#01095","บรรณาธิการ|-1|-1|-1|5|ผู้ชนะ<br><3>รางวัลจะ<br>ประกาศเร็วๆ นี้...|เกี่ยวกับซีรีส์ปัจจุบันของคุณ<br><  2>…|โอ้ ไม่... น่าเศร้า <2><br>ไม่ได้รับการเสนอชื่อเข้าชิง...|บางทีถ้าเราอยู่ใน<br>อันดับที่สูงขึ้น หรือปล่อย<br>ซีรีส์ที่ดำเนินมายาวนานอีกเรื่องก็เถอะ<br  >น่าจะง่ายกว่าที่ได้รับการเสนอชื่อ |การเสนอชื่อรอบต่อไป<br>จะอยู่ใน 3 เดือน<br>เตรียมตัวให้พร้อม!|"
"#01096","บรรณาธิการ|-1|-1|-1|2|ผู้ชนะเลิศ <3><br>จะประกาศในวันนี้!|ไปพิธีกันเลย|"
"#01097","บรรณาธิการ|-1|-1|-1|3|ไม่นะ เราไม่ชนะ<br><3>...|อืม บางทีเราอาจได้ถ้า<br>เราเป็น  อันดับ 1 ใน<br>อันดับ...|งั้น กลับมาสร้างการ์ตูนที่เจ๋งจริงๆ กันเถอะ!|"
"#01098","บรรณาธิการ|-1|-1|-1|3|เราทำเสร็จแล้ว! ในที่สุดเราก็ได้รับรางวัล<br>รางวัล!|<1> ดีใจมากสำหรับ<br>คุณและ  ภูมิใจในสิ่งที่คุณทำได้<br>สำเร็จ|มาสร้างการ์ตูนสุดเจ๋งกันต่อไปในอนาคตกันเถอะ!|"
"#01099","บรรณาธิการ|-1|-1|-1|5|Oh no! Oh no! Oh no!<br>เราถูกน้ำท่วมด้วยการประท้วง<br>เกี่ยวกับการลอกเลียนแบบ!|มีการตัดสินว่าเรา  กำลังจะ<br>จะถูกยกเลิกในอีก<br>สัปดาห์หน้า...|น่าเสียดาย แต่ทำอะไรไม่ได้<br>เกี่ยวกับมัน...|และฉัน ฉันจะไปดู  <br>ไปอีกงาน...|ท-ขอบคุณสำหรับทุกอย่าง...|"
"#01100","Blacky Sheep|-1|8|5|3|เกี่ยวกับซีรี่ส์ปัจจุบันของคุณ<br><2>…|อืม เมื่อเร็วๆ นี้<br>ได้รับความนิยมอย่างมากในผู้อ่านออนไลน์|นั่นหมายความว่าเรา'  ได้แฟนคลับมาเพียบเลย!|"
"#01101","Blacky Sheep|-1|8|5|3|เกี่ยวกับซีรีส์ปัจจุบันของคุณ<br><2>…|อืม ช่วงนี้กำลังเป็นที่นิยม<br>ในหมู่ผู้ชมอายุน้อย|เด็กๆ ต่างพากันตะโกน  วลี<br>จากมังงะทั่วเมือง!|"
"#01102","Blacky Sheep|-1|8|5|4|เกี่ยวกับซีรีส์ปัจจุบันของคุณ<br><2>…|เพิ่งได้รับการแนะนำเป็น<br><3>มังงะประจำเดือน|นั่นหมายถึง  มันได้รับ<br>โหลดหน้าเว็บทั้งหมดในนิตยสาร<br>แล้ว!|ฉันมีความสุขมาก!|"
"#01103","Blacky Sheep|-1|8|5|3|เกี่ยวกับซีรีส์ปัจจุบันของคุณ<br><2>…|เพิ่งได้รับการแนะนำใน<br>นิตยสารยอดนิยม...|น่าทึ่งมาก!  ดูเหมือนว่า<br>เราได้รับ<br>แฟนใหม่มากมาย!|"
"#01104","Blacky Sheep|-1|8|5|3|เกี่ยวกับซีรีส์ปัจจุบันของคุณ<br><2>…|เมื่อเร็วๆ นี้ ได้รับการ<br>ขึ้นชื่อในการดึงดูด<br>ใจแฟนๆ  |ดูเหมือนว่าเราจะได้<br>แฟนใหม่ๆ เพิ่มขึ้นด้วย!|"
"#01105","Blacky Sheep|-1|8|5|3|เกี่ยวกับซีรีส์ปัจจุบันของคุณ<br><2>…|เมื่อเร็วๆ นี้<br>ได้รับความนิยมทั้งผู้ใหญ่และเด็ก<br>เหมือนกัน|มัน  ดูเหมือนว่าจะมีพลัง<br>ที่จะเอาชนะหลาย<br>รุ่น|"
"#01106","Blacky Sheep|-1|8|5|3|เกี่ยวกับซีรีส์ปัจจุบันของคุณ<br><2>…|เมื่อเร็วๆ นี้ ได้รับความสนใจอย่างมาก<br>จากมังงะ<br>โลก  ..|ได้รับคำชมจาก<br>ดัง...กลายเป็น<br>ชื่อครัวเรือน!|"
"#01107","Blacky Sheep|-1|8|5|3|เกี่ยวกับซีรีส์ปัจจุบันของคุณ<br><2>…|เมื่อเร็วๆ นี้ ซีรีส์นี้ได้รับความนิยม<br>กับคนดัง<br>เพราะได้รับความนิยม  รายการทีวีมากมาย|ฉันคิดว่านี่จะ<br>ผลกระทบอย่างใหญ่หลวง!|"
"#01108","Blacky Sheep|-1|8|5|3|เกี่ยวกับซีรีส์ปัจจุบันของคุณ<br><2>…|เพิ่งได้รับการแนะนำทาง<br>วิทยุ จึงเป็นที่นิยม<br>มากในขณะนี้  .|ฉันได้ยินข่าวลือมาว่ามีคน<br>รีบไปร้านหนังสือเพื่ออ่าน<br>มังงะของคุณ|"
"#01109","Blacky Sheep|-1|8|5|5|5 ปีผ่านไป... และที่นี่<br>การเดินทางของเราสิ้นสุดลง|คะแนนการเล่นของคุณถูกเพิ่ม<br>ในโบนัสที่ชัดเจนแล้ว!|  ตอนนี้ คุณสามารถเลือก ""เกมใหม่""<br>จากเมนูชื่อและ<br>เขียนทับข้อมูลเกมของคุณ|แต่หากต้องการ คุณสามารถ<br>เล่นต่อที่นี่แทนได้|มาเริ่มกันใหม่และสร้าง  <br>อีกมังงะที่น่าทึ่ง!|"
"#01110","Blacky Sheep|-1|8|5|4|มาวาดการ์ตูนกันเถอะ!|อันดับแรก คุณต้องเลือก<br>""ธีม"" และ ""ฉาก""|มาเล่นกัน  วาด<br>มังงะต่างๆ มากมายและลองใช้<br>ชุดค่าผสมต่างๆ มากมาย!|แล้วคราวนี้เราจะทำมังงะประเภทไหน<br>?|"
"#01111","Blacky Sheep|-1|8|5|4|ออกไปหา<br>แรงบันดาลใจกัน!|ฉันสงสัยว่าอะไร<br>เราจะได้... ฉันตื่นเต้นมาก  !|จะใช้เวลาสักครู่และ<br>""พลังงาน""ของคุณจะลดลง... ดังนั้น<br>โปรดระวังด้วย|แล้วเจอกัน!|"
"#01112","Blacky Sheep|-1|8|5|3|นี่คือที่ที่คุณซื้อเครื่องมือ<br>ของนักวาดการ์ตูน|ว่ากันว่ามีผลกับการวาด<br>มังงะของคุณ...|  ก็อย่าฝืนนะ!|"
"#01113","Blacky Sheep|-1|8|5|3|ทำไมไม่ลองฝึกดูบ้าง|เมื่อคุณต้องการสร้าง<br>มังงะมากมาย การฝึกเป็น<br>สิ่งสำคัญที่สุด  .|ถ้าคุณมี exp ที่จะใช้ <br>ได้โปรดดู!|"
"#01114","ตัวเอก|-1|-1|-1|2|ดังนั้น ฉันจะทำงานตั้งแต่<br>9:00 - 23:00 น.|ฉันคิดว่าฉันสามารถวาดการ์ตูนสุดเท่<br>ได้  |"
"#01115","ตัวเอก|-1|-1|-1|2|ดังนั้น ฉันจะทำงานตั้งแต่<br>9:00 - 4:00น.|มันคงจะยาก แต่<br>ใกล้จะถึงกำหนดแล้ว  ดังนั้นฉันจึง<br>คิดว่ามันช่วยไม่ได้!|"
"#01116","ตัวเอก|-1|-1|-1|2|ดังนั้น ฉันจะทำงานตั้งแต่<br>9:00 - 18:00น.|ยินดีที่ได้<br>เวลา  นอนหลับให้สนิทและได้รับ<br>พลังงานของฉันคืน|"
"#01117","บรรณาธิการ|-1|-1|-1|3|ฉันได้ยินมาว่าการ์ตูนของคุณกำลังไปได้สวย<br>ในร้านหนังสือของประเทศ|ยิ่งคุณขายการ์ตูนมาก คุณก็จะได้รับค่าลิขสิทธิ์มากขึ้น|ฉัน  สงสัยว่าเราจะไปได้ไกลแค่ไหน...<br>ฉันรอคอยที่จะค้นพบ<br>ออกไป!|"
"#01118","Blacky Sheep|-1|8|5|2|จำนวนตอนสูงสุดที่คุณ<br>มีได้ในซีรีส์นี้คือ <4>|มาทำให้การ์ตูนเรื่องนี้<br>เป็นที่นิยมกัน  สามารถเผยแพร่<br>จำนวนบทสูงสุด|"
"#01119","Blacky Sheep|-1|8|5|2|ในอีก 3 สัปดาห์ ซีรีส์นี้จะจบลง|มาสนุกกันเถอะ<br>ปัง!|"
"#01120","Blacky Sheep|-1|8|5|2|สำหรับซีรีส์นี้ มาลองและ<br>ทำให้แต่ละตอนเสร็จภายใน<br>ประมาณ 6 วัน|เป็นความคิดที่ดี<br  >ปรับปรุงความเร็วในการผลิตของคุณ<br>โดยการฝึกอบรม|"
"#01121","บรรณาธิการ|-1|-1|-1|2|เกี่ยวกับซีรีส์ปัจจุบันของคุณ<br><2>...|มันอยู่ที่ 1 ในการจัดอันดับ!<br>ในอัตรานี้ที่ชนะ  <br><3>จะไม่ใช่แค่<br>ความฝัน!|"
"#01122","เอดิเตอร์|-1|-1|-1|2|เรากำลังอยู่ในช่วงขาลง...<br>ยากที่จะไป<br>แบบนี้...|เริ่มกันเลย  ความดีของแฟนๆ<br>ด้าน!|"
"#01123","ตัวเอก|-1|-1|-1|2|เราไม่มี PP เพียงพอสำหรับ<br>สัปดาห์หน้า!|เราจะทำอะไรได้บ้าง...<br>ใช้ไอเทมกันยังไงดี?  |"
"#01124","Blacky Sheep|-1|8|5|4|ฉันพบว่าคุณเป็นผู้ช่วย แต่...|อพาร์ทเมนต์นี้เล็กเกินไป...<br>ฉันไม่คิดว่าเราจะจ้างได้<  br>หนึ่งตอนนี้|บางทีถ้าคุณจะย้าย<br>ไปยังที่ที่ใหญ่กว่า เราก็จะได้<br>พวกเขากลับมา|ดังนั้น หากคุณต้องการเป็น<br>ศิลปินการ์ตูนชื่อดัง คุณ<br>  ย้ายบ้านดีกว่า!|"
"#01125","Blacky Sheep|-1|8|5|2|ในที่สุด 1-shot ของคุณก็<br>สร้างเป็นซีรีส์แล้ว! ฉันหวังว่าจะ<br>รอดูการตอบสนอง|นี่คือก้าวแรก  บน<br>การเดินทางสู่ซีรีส์มังงะ<br>ดาราของเรา!|"
"#01126","Blacky Sheep|-1|8|5|3|หากคุณมุ่งเน้นที่อุปกรณ์<br>คุณอาจค้นพบสิ่งใหม่ๆ|หากคุณกรอกมาตรวัดการค้นพบ<br>จุดพล็อต ""ของคุณ  "" จะเพิ่มขึ้น<br>และระดับอุปกรณ์ของคุณจะ<br>เพิ่มขึ้น|โปรดทราบว่า<br>ไปข้างหน้า|"
"#01127","Blacky Sheep|-1|8|5|2|ระดับอุปกรณ์ของคุณ<br>เพิ่มขึ้น|ซึ่งหมายความว่า<br>ของอุปกรณ์ของคุณก็เพิ่มขึ้นเช่นกัน คุณ<br>ควรเพิ่มระดับให้มากขึ้น!  |"
"#01128","Blacky Sheep|-1|8|5|5|ในที่สุดคุณก็ได้รับการยอมรับ<br>ในฐานะศิลปินการ์ตูน!|หากคุณเพิ่มอันดับของคุณ<br>คุณจะพบกับธีมใหม่<br>  br>และฉากต่างๆ!|นอกจากนี้... อุปกรณ์ใหม่และ<br>การช็อปปิ้งจะพร้อมใช้งาน<br>ดังนั้นเราควรตั้งเป้าให้<br>อันดับสูง|บางทีถ้าคุณขาย<br>มังงะจำนวนมาก คุณ'  จะสามารถติดอันดับได้<br>ขึ้น|มาทำซีรี่ย์ยาวกันต่อเถอะค่ะ!|"
"#01129","ตัวเอก|-1|-1|-1|3|คุณค้นหาแรงบันดาลใจมามาก <br>และพบรายการ|หากคุณแตะรายการนั้น คุณจะเห็น<br>  ผล.|ลองดูกัน!|"
"#01130","ตัวเอก|-1|-1|-1|1|อึก...|"
"#01131","Blacky Sheep|-1|8|5|3|ไม่นะ|คุณทำงานหนักเกินไปและ<br>เข้ารับการรักษาในโรงพยาบาล...|พลังงานเป็นสิ่งสำคัญมาก ดังนั้น<br>โปรดแน่ใจว่าคุณ  พักผ่อนเยอะๆนะ|"
"#01132","Blacky Sheep|-1|8|5|4|ส่งมังงะที่เสร็จแล้วไปยังคลัง|ซึ่งหมายความว่าเมื่อผู้จัดพิมพ์<br>ส่งคำขอ คุณสามารถส่ง<br>มังงะจากสต็อคของคุณได้  |คุณสามารถตรวจสอบสต็อคของคุณได้โดย<br>เลือก ""ข้อมูล"" จากเมนู<br>และเลือก ""รายละเอียดการ์ตูน""|มาลองดูกันว่าเราจะมีสินค้าในสต็อกอยู่เสมอตั้งแต่นี้เป็นต้นไป|"
"#01133","Blacky Sheep|-1|8|5|3|นักวาดการ์ตูนเรื่อง<br>กำลังจะประกาศอันดับแล้ว<br>|ตอนนี้เราจะมาดูกันว่า<br>เท่าไหร่  มังงะชื่อดัง<br>ศิลปินมีค่า|จะดีแค่ไหนถ้าพวกเรา<br>สร้างมันขึ้นมาด้วย!|"
"#01134","Blacky Sheep|-1|8|5|3|ดูเหมือนว่าของที่ซื้อได้<br>ได้รับการอัปเดตแล้ว|ไอเทมที่ซื้อได้เปลี่ยน<br>เดือนละครั้ง โปรดระวัง  คุณ<br>อย่าพลาดสิ่งใด!|หากคุณเพิ่มอันดับของคุณ<br>บางทีไอเทมเจ๋งๆ จะกลายเป็น<br>พร้อมใช้|"
"#01135","Blacky Sheep|-1|8|5|4|รู้มั้ยวันนี้...?|วันนี้วันเกิดคุณ!<br>ยินดีด้วย!|แฟนๆ ทุกคนหวังว่าคุณจะ<br>มีความสุข  วันเกิด!|ขอให้ปีหน้านี้มีแต่เรื่องดีๆนะ<br>หนึ่ง.|"
"#01136","Blacky Sheep|-1|8|5|2|คุณไม่มี PP... หากคุณ<br>ต้องการสร้างมังงะ คุณต้องการมัน<br>!|  ออกไปสู่โลกกันเถอะ<br>สะสมบ้าง!!|"
"#01137","Blacky Sheep|-1|8|5|3|นี่คืออุปกรณ์บางอย่าง|มันมีประโยชน์มากเมื่อ<br>คุณต้องการวาดการ์ตูน|ถ้าคุณมีที่ว่าง คุณควร<br  >ลองติดตั้งอุปกรณ์กันเยอะๆนะครับ|"
"#01138","Blacky Sheep|-1|8|5|3|คุณมีการ์ตูนเรื่อง<br>ช็อตเดียวในสต็อกมากเกินไป...|หากคุณผลิตออกมาอีก <br>จะต้องเปลี่ยน  เก่า<br>มังงะ|เอาล่ะ มาทำให้<br>ใหม่ดีกว่ากัน!|"
"#01139","บรรณาธิการ|-1|-1|-1|3|เอ่อ มีคำขอเข้ามาเพื่อ<br>นัดเดียว... แต่คุณ<br>หายไปที่ไหนสักแห่ง|เมื่อมีช่องว่าง  ในนิตยสาร<br>คุณควร<br>ตั้งเป้าจะวาดอะไรสักอย่าง|หมดเขตในอีก <0> วัน<br>อีกไม่นาน คุณคิดว่า<br>คุณจะทำได้ไหม|"
"#01140","บรรณาธิการ|-1|-1|-1|3|เอ่อ มีคำขอเข้ามาเพื่อ<br>นัดเดียว...แต่คุณ<br>ลาป่วย...|  เมื่อมีช่องว่างใน<br>นิตยสาร คุณควร<br>ตั้งเป้าที่จะวาดอะไรสักอย่าง|เส้นตายภายใน <0> วัน<br>ใกล้จะถึงแล้ว คุณคิดว่า<br>คุณจะทำได้ไหม  |"
"#01141","บรรณาธิการ|-1|-1|-1|3|เฮ้ นิตยสารต้องการนำเสนอ<br>มังงะ! พวกเขากำลังมองหา<br>เรื่องสั้น 4 สัปดาห์|ฉันต้องการ  เพื่อเสนอชื่อคุณ แต่<br>ฉันคิดว่าฉันควรถามคุณ<br>ก่อน...|กำหนดเวลาอยู่ใน <0> วัน<br>อีกไม่นาน คุณคิดว่า<br>คุณจะทำได้ไหม|  "
"#01142","บรรณาธิการ|-1|-1|-1|3|สวัสดี นิตยสารต้องการเขียน<br>คุณลักษณะพิเศษเกี่ยวกับ<br>ศิลปินที่กำลังมาแรง...|ฉันต้องการ  เสนอชื่อคุณ แต่<br>ฉันคิดว่าฉันควรถามคุณ<br>ก่อน...|กำหนดเวลาอยู่ใน <0> วัน<br>อีกไม่นาน คุณคิดว่า<br>คุณจะทำได้ไหม|"
"#01143","บรรณาธิการ|-1|-1|-1|3|นี่ นายกำลัง<br>ค่อนข้างมีชื่อเสียงในหมู่<br>บรรณาธิการของ <2>!|พวกเขาต้องการให้คุณส่ง  พวกเขา<br>นัดเดียวเพื่อดูว่าสามารถ<br>เป็นซีรีส์ต่อไปได้หรือไม่|กำหนดส่งภายใน <0> วัน จะเป็นอย่างไร<br>เกี่ยวกับเรื่องนี้|"
"#01144","บรรณาธิการ|-1|-1|-1|3|มีคนมากมายที่ต้องการ<br>อ่านการ์ตูนของคุณ<1>.<br>สำนักงานบรรณาธิการ<br>น้ำท่วม  ด้วย fanmail!|ฉันคิดว่าคุณควรเขียนใหม่<br>ช็อตเดียว ด่วน!!|ฉันขอโทษที่ <br>การแจ้งเตือนสั้นมาก <br>แต่กำหนดส่งอยู่ใน<br><0> วัน... ดังนั้น  เป็นยังไงบ้าง?|"
"#01145","บรรณาธิการ|-1|-1|-1|3|<1> มาวาด<br>มังงะเรื่อง<br>ที่หนุ่มๆ กันดีกว่าไหม|ฉันเชื่อในตัวคุณนะ <1  >!<br>ฉันรู้ว่าคุณมีพลังที่จะ<br>ทำให้พวกเขายิ้มได้!|หมดเขตภายใน <0> วัน<br>อีกไม่นาน คุณคิดว่า<br>คุณจะทำได้ไหม|"
"#01146","บรรณาธิการ|-1|-1|-1|3|<1> ต่อไปจะวาด<br>การ์ตูนตลกๆ ที่มุ่งเป้าไปที่<br>นักเรียนชายต่อไปไหม|ฉันเชื่อในตัวคุณนะ <1>!  <br>ฉันรู้ว่าคุณมีพลังที่จะ<br>ทำให้พวกเขายิ้มได้!|หมดเขตภายใน <0> วัน<br>อีกไม่นาน คุณคิดว่า<br>คุณจะทำได้ไหม|"
"#01147","บรรณาธิการ|-1|-1|-1|3|<1> มาวาด<br>มังงะที่มุ่งเป้าไปที่เด็กนักเรียนหญิงกันเถอะ<br>ต่อไปไหม|ฉันเชื่อในตัวคุณนะ <1>!<  br>ฉันรู้ว่าคุณมีพลังที่จะ<br>ทำให้พวกเขายิ้มได้!|หมดเขตภายใน <0> วัน<br>อีกไม่นาน คุณคิดว่า<br>คุณจะทำได้ไหม|"
"#01148","บรรณาธิการ|-1|-1|-1|3|<1> มาวาด<br>การ์ตูนเรื่องที่จะ<br>ฮิตในหมู่พนักงานออฟฟิศชาย<br>  ต่อไป?|ฉันเชื่อในตัวคุณ <1>!<br>ฉันรู้ว่าคุณมีพลังที่จะ<br>ทำให้พวกเขายิ้มได้!|กำหนดส่งภายใน <0> วัน<br>อีกไม่นานคุณคิดว่า<  br>ทำได้ไหม|"
"#01149","บรรณาธิการ|-1|-1|-1|3|<1> มาวาด <br>มังงะที่มีตัวละครที่<br>จะเป็นที่นิยมในหมู่ผู้ชาย<br>พนักงานออฟฟิศกันไหม?  |ฉันเชื่อในตัวคุณ <1>!<br>ฉันรู้ว่าคุณมีพลังที่จะ<br>ทำให้พวกเขายิ้มได้!|กำหนดส่งภายใน <0> วัน<br>อีกไม่นานคุณคิดว่า<br>  ทำได้ไหม|"
"#01150","บรรณาธิการ|-1|-1|-1|3|<1> ต่อไปจะวาด<br>การ์ตูนที่มุ่งเป้าไปที่ผู้หญิง<br>พนักงานออฟฟิศยังไงดี?|ฉันเชื่อในตัวคุณนะ <1>  !<br>ฉันรู้ว่าคุณมีพลังที่จะ<br>ทำให้พวกเขายิ้มได้!|หมดเขตภายใน <0> วัน<br>อีกไม่นาน คุณคิดว่า<br>คุณจะทำได้ไหม|"
"#01151","บรรณาธิการ|-1|-1|-1|3|<1> มาวาด<br>มังงะที่มีเรื่องราว<br>ผู้ชายวัยกลางคนเชื่อมโยง<br>กันดีไหม?  |ฉันเชื่อในตัวคุณ <1>!<br>ฉันรู้ว่าคุณมีพลังที่จะ<br>ทำให้พวกเขายิ้มได้!|กำหนดส่งภายใน <0> วัน<br>อีกไม่นานคุณคิดว่า<br>  ทำได้ไหม|"
"#01152","บรรณาธิการ|-1|-1|-1|3|<1> มาวาด<br>มังงะที่มีตัวละครที่<br>จะเป็นที่นิยมมากในหมู่<br>คนวัยกลางคนต่อไป  ?|ฉันเชื่อในตัวคุณ <1>!<br>ฉันรู้ว่าคุณมีพลังที่จะ<br>ทำให้พวกเขายิ้มได้!|กำหนดส่งภายใน <0> วัน<br>อีกไม่นานคุณคิดว่า<br  >ทำได้หรอ|"
